Job ID,Job Title,Industry,Location,Company,Education Level,Experience Level,Salary (INR),Remote Option,Hired,Job Type,Skills Required,Posted Date,Application Deadline,Interview Rounds,Job Description Snippet,Company Rating,Expected Joining Time (days),Internship Stipend
JOB20251772,UI/UX Designer,Media,Remote,Microsoft,Diploma,10+ years,2021305,Yes,No,Internship,"Node.js, AWS, JavaScript, Java",2025-04-08,2025-04-23,5,UI/UX Designer role at Microsoft requiring skills in Node.js and more.,4.6,51,10342
JOB20251773,DevOps Engineer,Media,Ahmedabad,Microsoft,PhD,10+ years,2975689,No,Yes,Full-time,"SQL, JavaScript, Django, Data Analysis, AWS",2025-02-25,2025-03-25,3,DevOps Engineer role at Microsoft requiring skills in SQL and more.,4.9,33,0
JOB20251774,DevOps Engineer,Technology,Gurgaon,Flipkart,Bachelor's,10+ years,3247050,No,Yes,Full-time,"SQL, Python",2025-04-05,2025-04-22,5,DevOps Engineer role at Flipkart requiring skills in SQL and more.,3.8,51,0
JOB20251775,Data Scientist,Retail,Noida,Paytm,Bachelor's,6-10 years,1350765,Yes,Yes,Internship,"Machine Learning, Python, React, Django, Data Analysis",2025-04-17,2025-05-14,1,Data Scientist role at Paytm requiring skills in Machine Learning and more.,4.9,30,12158
JOB20251776,UI/UX Designer,Logistics,Chennai,Amazon,PhD,6-10 years,1680650,Yes,Yes,Contract,"SQL, Machine Learning, AWS, Python, Data Analysis",2025-02-19,2025-03-13,3,UI/UX Designer role at Amazon requiring skills in SQL and more.,4.0,49,0
JOB20251777,Cybersecurity Analyst,Manufacturing,Gurgaon,Capgemini,PhD,3-5 years,1059332,No,No,Internship,"Python, React, Machine Learning, AWS",2025-04-04,2025-05-04,4,Cybersecurity Analyst role at Capgemini requiring skills in Python and more.,2.8,52,7719
JOB20251778,Business Analyst,Finance,Chennai,Accenture,PhD,3-5 years,838958,Yes,No,Part-time,"SQL, React, Data Analysis, Node.js",2025-02-19,2025-03-02,4,Business Analyst role at Accenture requiring skills in SQL and more.,4.7,56,0
JOB20251779,Machine Learning Engineer,Media,Delhi,TCS,Diploma,3-5 years,850478,Yes,Yes,Full-time,"React, AWS, Django, Data Analysis",2025-04-01,2025-04-21,2,Machine Learning Engineer role at TCS requiring skills in React and more.,2.7,20,0
JOB20251780,Software Engineer,Healthcare,Gurgaon,Flipkart,High School,3-5 years,1042865,Yes,Yes,Part-time,"Python, JavaScript, React, AWS",2025-02-24,2025-03-13,2,Software Engineer role at Flipkart requiring skills in Python and more.,4.3,12,0
JOB20251781,Product Manager,Education,Chennai,Infosys,Master's,10+ years,2420007,No,Yes,Internship,"Data Analysis, Django",2025-04-14,2025-04-29,1,Product Manager role at Infosys requiring skills in Data Analysis and more.,4.6,9,16852
JOB20251782,Product Manager,Manufacturing,Gurgaon,Capgemini,PhD,10+ years,3191566,Yes,Yes,Internship,"Data Analysis, Django, Java, AWS, React",2025-04-04,2025-04-18,3,Product Manager role at Capgemini requiring skills in Data Analysis and more.,3.3,7,7829
JOB20251783,Machine Learning Engineer,Energy,Mumbai,TCS,Master's,3-5 years,1188504,Yes,No,Internship,"Java, JavaScript, Machine Learning, Django, React",2025-03-11,2025-04-03,2,Machine Learning Engineer role at TCS requiring skills in Java and more.,4.7,34,22919
JOB20251784,Frontend Developer,Finance,Delhi,Paytm,Master's,3-5 years,867330,Yes,Yes,Part-time,"SQL, Java",2025-02-22,2025-03-10,5,Frontend Developer role at Paytm requiring skills in SQL and more.,2.7,21,0
JOB20251785,Software Engineer,Finance,Chennai,Capgemini,PhD,10+ years,2072078,Yes,Yes,Full-time,"Node.js, Django, React, Java, Data Analysis",2025-04-12,2025-05-10,1,Software Engineer role at Capgemini requiring skills in Node.js and more.,4.2,44,0
JOB20251786,Software Engineer,Media,Delhi,TCS,Master's,1-2 years,668261,No,Yes,Full-time,"SQL, JavaScript, Node.js, AWS, React",2025-03-25,2025-04-19,1,Software Engineer role at TCS requiring skills in SQL and more.,5.0,52,0
JOB20251787,Data Scientist,Logistics,Mumbai,Infosys,Master's,10+ years,3181084,Yes,Yes,Contract,"Python, React, Data Analysis, AWS",2025-04-04,2025-04-20,2,Data Scientist role at Infosys requiring skills in Python and more.,2.6,22,0
JOB20251788,DevOps Engineer,Education,Ahmedabad,Microsoft,Diploma,Fresher,558522,Yes,No,Contract,"React, Python, AWS, JavaScript, SQL",2025-03-02,2025-03-16,3,DevOps Engineer role at Microsoft requiring skills in React and more.,4.3,48,0
JOB20251789,Business Analyst,Healthcare,Hyderabad,TCS,Diploma,1-2 years,561693,No,Yes,Part-time,"Machine Learning, Java, Data Analysis, React, Node.js",2025-03-03,2025-03-14,3,Business Analyst role at TCS requiring skills in Machine Learning and more.,4.4,51,0
JOB20251790,Business Analyst,Technology,Hyderabad,Capgemini,High School,6-10 years,1415769,Yes,No,Contract,"Python, Data Analysis, React, Django, Node.js",2025-04-02,2025-04-24,5,Business Analyst role at Capgemini requiring skills in Python and more.,4.7,32,0
JOB20251791,Frontend Developer,Energy,Hyderabad,Wipro,Master's,1-2 years,741808,Yes,Yes,Contract,"React, Machine Learning",2025-02-26,2025-03-08,1,Frontend Developer role at Wipro requiring skills in React and more.,3.9,11,0
JOB20251792,DevOps Engineer,Technology,Noida,Flipkart,Master's,1-2 years,595737,Yes,No,Part-time,"Node.js, React",2025-02-22,2025-03-21,4,DevOps Engineer role at Flipkart requiring skills in Node.js and more.,3.2,51,0
JOB20251793,Machine Learning Engineer,Media,Noida,Amazon,High School,1-2 years,627614,No,No,Full-time,"SQL, Data Analysis, React, Django, AWS",2025-04-10,2025-05-01,5,Machine Learning Engineer role at Amazon requiring skills in SQL and more.,4.9,54,0
JOB20251794,DevOps Engineer,Manufacturing,Pune,TCS,Master's,10+ years,2239763,No,Yes,Part-time,"Machine Learning, SQL, JavaScript, AWS",2025-03-19,2025-04-15,5,DevOps Engineer role at TCS requiring skills in Machine Learning and more.,4.8,42,0
JOB20251795,Business Analyst,Retail,Remote,Capgemini,Master's,1-2 years,626102,Yes,Yes,Full-time,"JavaScript, Node.js, Django, Data Analysis",2025-03-27,2025-04-22,3,Business Analyst role at Capgemini requiring skills in JavaScript and more.,3.5,58,0
JOB20251796,DevOps Engineer,Media,Remote,Paytm,PhD,Fresher,505990,Yes,Yes,Contract,"SQL, Python",2025-03-25,2025-04-11,1,DevOps Engineer role at Paytm requiring skills in SQL and more.,3.6,29,0
JOB20251797,Product Manager,Energy,Gurgaon,Paytm,Diploma,Fresher,363873,No,No,Internship,"Machine Learning, Java",2025-04-12,2025-04-30,3,Product Manager role at Paytm requiring skills in Machine Learning and more.,4.5,30,19398
JOB20251798,Product Manager,Media,Mumbai,Google,Master's,6-10 years,1271766,Yes,No,Contract,"Java, Django",2025-03-26,2025-04-05,2,Product Manager role at Google requiring skills in Java and more.,4.7,11,0
JOB20251799,Data Scientist,Media,Ahmedabad,Wipro,Diploma,Fresher,474507,No,No,Internship,"React, Django, SQL, Data Analysis, JavaScript",2025-03-18,2025-04-04,4,Data Scientist role at Wipro requiring skills in React and more.,3.8,23,12584
JOB20251800,Business Analyst,Logistics,Mumbai,Google,Bachelor's,1-2 years,652079,No,No,Internship,"Data Analysis, React, Node.js, AWS",2025-03-23,2025-04-02,1,Business Analyst role at Google requiring skills in Data Analysis and more.,3.1,7,7825
JOB20251801,Data Scientist,Energy,Remote,Wipro,Master's,6-10 years,1357114,Yes,Yes,Contract,"Django, SQL, Java, React, Node.js",2025-03-01,2025-03-25,2,Data Scientist role at Wipro requiring skills in Django and more.,3.5,40,0
JOB20251802,UI/UX Designer,Media,Pune,Infosys,High School,3-5 years,1156086,No,Yes,Part-time,"Python, Java, Node.js, React",2025-02-20,2025-03-13,1,UI/UX Designer role at Infosys requiring skills in Python and more.,3.9,11,0
JOB20251803,UI/UX Designer,Telecom,Chennai,Infosys,Master's,3-5 years,1076661,No,No,Part-time,"AWS, Python, Machine Learning, React, JavaScript",2025-04-08,2025-05-03,5,UI/UX Designer role at Infosys requiring skills in AWS and more.,3.3,49,0
JOB20251804,Cybersecurity Analyst,Manufacturing,Mumbai,Google,Master's,10+ years,2745326,No,No,Contract,"Data Analysis, React, Django, Java, Python",2025-03-03,2025-03-28,3,Cybersecurity Analyst role at Google requiring skills in Data Analysis and more.,4.6,15,0
JOB20251805,Business Analyst,Manufacturing,Delhi,Accenture,Bachelor's,Fresher,358849,No,Yes,Contract,"Django, Data Analysis, AWS",2025-03-13,2025-04-01,3,Business Analyst role at Accenture requiring skills in Django and more.,4.0,21,0
JOB20251806,Backend Developer,Finance,Remote,Amazon,High School,1-2 years,585095,Yes,No,Internship,"Java, Python, Machine Learning, AWS, JavaScript",2025-04-19,2025-05-13,5,Backend Developer role at Amazon requiring skills in Java and more.,4.9,13,9110
JOB20251807,Cybersecurity Analyst,Education,Pune,Paytm,Diploma,Fresher,425518,Yes,No,Internship,"Java, Django, SQL, React",2025-03-05,2025-04-04,2,Cybersecurity Analyst role at Paytm requiring skills in Java and more.,3.3,29,9907
JOB20251808,Machine Learning Engineer,Retail,Hyderabad,Paytm,Master's,10+ years,2989587,No,No,Contract,"JavaScript, Python",2025-02-20,2025-03-06,4,Machine Learning Engineer role at Paytm requiring skills in JavaScript and more.,4.7,31,0
JOB20251809,DevOps Engineer,Logistics,Gurgaon,TCS,Bachelor's,3-5 years,1071399,Yes,Yes,Contract,"Machine Learning, Django",2025-04-15,2025-04-25,4,DevOps Engineer role at TCS requiring skills in Machine Learning and more.,4.3,14,0
JOB20251810,Data Scientist,Telecom,Mumbai,TCS,PhD,6-10 years,1470317,No,No,Full-time,"Data Analysis, Machine Learning",2025-04-04,2025-04-15,5,Data Scientist role at TCS requiring skills in Data Analysis and more.,3.6,58,0
JOB20251811,DevOps Engineer,Healthcare,Chennai,Paytm,Master's,10+ years,3146345,No,Yes,Part-time,"AWS, Django, Data Analysis, JavaScript, Python",2025-04-16,2025-05-11,5,DevOps Engineer role at Paytm requiring skills in AWS and more.,3.9,14,0
JOB20251812,Product Manager,Manufacturing,Hyderabad,Wipro,PhD,Fresher,382221,Yes,Yes,Part-time,"Node.js, AWS, Python",2025-03-11,2025-04-03,4,Product Manager role at Wipro requiring skills in Node.js and more.,3.5,8,0
JOB20251813,Product Manager,Media,Remote,Microsoft,Master's,10+ years,2450903,Yes,No,Contract,"Node.js, Django",2025-03-25,2025-04-20,2,Product Manager role at Microsoft requiring skills in Node.js and more.,4.9,56,0
JOB20251814,Software Engineer,Technology,Hyderabad,Paytm,Bachelor's,10+ years,2044407,No,Yes,Part-time,"Machine Learning, Python, Node.js, React, AWS",2025-03-02,2025-03-25,5,Software Engineer role at Paytm requiring skills in Machine Learning and more.,3.1,9,0
JOB20251815,Business Analyst,Technology,Ahmedabad,Accenture,Master's,3-5 years,1064559,No,Yes,Contract,"Django, Machine Learning, AWS, Node.js, JavaScript",2025-02-19,2025-03-06,5,Business Analyst role at Accenture requiring skills in Django and more.,3.5,10,0
JOB20251816,Business Analyst,Education,Chennai,Microsoft,Diploma,3-5 years,1031547,Yes,No,Contract,"React, Django, Java, Node.js, Machine Learning",2025-03-18,2025-04-02,5,Business Analyst role at Microsoft requiring skills in React and more.,2.8,44,0
JOB20251817,DevOps Engineer,Logistics,Gurgaon,Capgemini,PhD,Fresher,321159,Yes,No,Internship,"SQL, Python, Data Analysis",2025-03-23,2025-04-07,4,DevOps Engineer role at Capgemini requiring skills in SQL and more.,4.0,21,6911
JOB20251818,UI/UX Designer,Healthcare,Remote,Google,PhD,1-2 years,694624,Yes,No,Part-time,"Python, Data Analysis, AWS",2025-03-02,2025-03-20,1,UI/UX Designer role at Google requiring skills in Python and more.,4.3,21,0
JOB20251819,Backend Developer,Finance,Remote,Accenture,PhD,1-2 years,577849,Yes,No,Contract,"AWS, React, Java, Data Analysis, SQL",2025-03-05,2025-04-01,2,Backend Developer role at Accenture requiring skills in AWS and more.,3.7,47,0
JOB20251820,Cybersecurity Analyst,Energy,Bangalore,Infosys,PhD,1-2 years,709421,No,Yes,Part-time,"AWS, Node.js, JavaScript",2025-04-06,2025-04-24,2,Cybersecurity Analyst role at Infosys requiring skills in AWS and more.,2.9,29,0
JOB20251821,Frontend Developer,Healthcare,Noida,Amazon,Diploma,1-2 years,614879,No,Yes,Part-time,"Data Analysis, JavaScript, Java, Python",2025-04-05,2025-04-22,4,Frontend Developer role at Amazon requiring skills in Data Analysis and more.,4.6,53,0
JOB20251822,Software Engineer,Technology,Noida,Capgemini,PhD,1-2 years,608850,No,Yes,Part-time,"Python, Django, JavaScript, Java, Node.js",2025-02-22,2025-03-10,1,Software Engineer role at Capgemini requiring skills in Python and more.,4.1,41,0
JOB20251823,Machine Learning Engineer,Retail,Noida,Google,PhD,6-10 years,1865444,Yes,Yes,Internship,"Machine Learning, Python, Django, JavaScript, Java",2025-03-22,2025-04-04,5,Machine Learning Engineer role at Google requiring skills in Machine Learning and more.,3.8,52,17179
JOB20251824,Data Scientist,Logistics,Remote,Capgemini,Diploma,10+ years,2034734,Yes,No,Internship,"React, Django, Machine Learning, Data Analysis",2025-02-25,2025-03-11,1,Data Scientist role at Capgemini requiring skills in React and more.,3.4,49,22674
JOB20251825,UI/UX Designer,Logistics,Ahmedabad,Wipro,Diploma,3-5 years,815790,No,Yes,Part-time,"JavaScript, Node.js, React, Django, Java",2025-04-03,2025-04-17,5,UI/UX Designer role at Wipro requiring skills in JavaScript and more.,5.0,20,0
JOB20251826,Cybersecurity Analyst,Technology,Hyderabad,Capgemini,Diploma,10+ years,3273367,No,Yes,Part-time,"React, Python",2025-04-04,2025-04-19,1,Cybersecurity Analyst role at Capgemini requiring skills in React and more.,4.0,30,0
JOB20251827,Cybersecurity Analyst,Telecom,Pune,Microsoft,Bachelor's,Fresher,366986,No,Yes,Contract,"Node.js, Machine Learning, Data Analysis, React, AWS",2025-03-01,2025-03-12,4,Cybersecurity Analyst role at Microsoft requiring skills in Node.js and more.,4.1,21,0
JOB20251828,DevOps Engineer,Logistics,Remote,Paytm,Bachelor's,3-5 years,1097922,Yes,No,Part-time,"Machine Learning, React, Java",2025-02-22,2025-03-04,2,DevOps Engineer role at Paytm requiring skills in Machine Learning and more.,3.8,18,0
JOB20251829,DevOps Engineer,Healthcare,Gurgaon,Flipkart,Master's,1-2 years,554087,No,No,Contract,"AWS, Django, JavaScript",2025-03-14,2025-04-06,2,DevOps Engineer role at Flipkart requiring skills in AWS and more.,4.0,23,0
JOB20251830,Cybersecurity Analyst,Manufacturing,Ahmedabad,Google,Bachelor's,1-2 years,791677,No,No,Internship,"React, Node.js, Data Analysis, Java, Python",2025-03-20,2025-03-31,5,Cybersecurity Analyst role at Google requiring skills in React and more.,3.7,9,6755
JOB20251831,Product Manager,Finance,Bangalore,Wipro,Diploma,1-2 years,699318,No,Yes,Part-time,"Node.js, AWS, JavaScript, React",2025-03-05,2025-03-20,2,Product Manager role at Wipro requiring skills in Node.js and more.,4.9,20,0
JOB20251832,DevOps Engineer,Media,Gurgaon,Google,High School,1-2 years,534242,No,No,Full-time,"Data Analysis, Java",2025-04-17,2025-05-16,1,DevOps Engineer role at Google requiring skills in Data Analysis and more.,3.3,40,0
JOB20251833,Frontend Developer,Telecom,Bangalore,Paytm,Master's,1-2 years,716714,No,No,Contract,"AWS, Machine Learning, React",2025-03-11,2025-04-01,3,Frontend Developer role at Paytm requiring skills in AWS and more.,2.7,34,0
JOB20251834,Software Engineer,Energy,Bangalore,Capgemini,Master's,6-10 years,1301426,No,No,Internship,"Python, Django",2025-03-28,2025-04-22,2,Software Engineer role at Capgemini requiring skills in Python and more.,4.3,33,19264
JOB20251835,Cybersecurity Analyst,Education,Chennai,Paytm,Master's,1-2 years,782885,No,Yes,Internship,"Machine Learning, Python, React",2025-03-26,2025-04-18,3,Cybersecurity Analyst role at Paytm requiring skills in Machine Learning and more.,4.8,12,23124
JOB20251836,UI/UX Designer,Logistics,Noida,Google,Diploma,6-10 years,1294970,Yes,No,Internship,"Django, React, Python",2025-03-12,2025-04-03,5,UI/UX Designer role at Google requiring skills in Django and more.,3.3,20,21494
JOB20251837,Software Engineer,Telecom,Delhi,Microsoft,Bachelor's,1-2 years,625694,Yes,No,Internship,"Data Analysis, SQL, Django, Java, Machine Learning",2025-03-01,2025-03-18,3,Software Engineer role at Microsoft requiring skills in Data Analysis and more.,3.1,32,24492
JOB20251838,Backend Developer,Healthcare,Mumbai,Wipro,Bachelor's,3-5 years,1003882,Yes,Yes,Contract,"Python, Machine Learning",2025-03-16,2025-03-27,2,Backend Developer role at Wipro requiring skills in Python and more.,3.3,26,0
JOB20251839,Frontend Developer,Energy,Chennai,Flipkart,Diploma,Fresher,457105,Yes,Yes,Contract,"Django, AWS, Data Analysis, JavaScript, Node.js",2025-03-03,2025-03-31,1,Frontend Developer role at Flipkart requiring skills in Django and more.,4.1,12,0
JOB20251840,Frontend Developer,Finance,Delhi,Wipro,Bachelor's,3-5 years,823215,Yes,No,Internship,"Machine Learning, Node.js, Java, React",2025-03-14,2025-04-13,1,Frontend Developer role at Wipro requiring skills in Machine Learning and more.,2.6,60,14918
JOB20251841,Data Scientist,Manufacturing,Noida,Capgemini,Master's,1-2 years,613600,No,Yes,Contract,"Python, Java, JavaScript, Django, SQL",2025-03-30,2025-04-09,1,Data Scientist role at Capgemini requiring skills in Python and more.,2.9,28,0
JOB20251842,Business Analyst,Retail,Noida,Infosys,Bachelor's,Fresher,335955,Yes,No,Internship,"Java, Machine Learning, Data Analysis, SQL, Django",2025-04-16,2025-05-08,1,Business Analyst role at Infosys requiring skills in Java and more.,4.0,45,23618
JOB20251843,Cybersecurity Analyst,Finance,Hyderabad,Flipkart,PhD,Fresher,486773,No,Yes,Full-time,"Data Analysis, Node.js, AWS",2025-04-14,2025-05-10,4,Cybersecurity Analyst role at Flipkart requiring skills in Data Analysis and more.,4.5,38,0
JOB20251844,Data Scientist,Logistics,Bangalore,Accenture,Bachelor's,3-5 years,1119983,Yes,Yes,Part-time,"Python, AWS, Java, Django",2025-03-23,2025-04-04,2,Data Scientist role at Accenture requiring skills in Python and more.,4.9,21,0
JOB20251845,UI/UX Designer,Healthcare,Mumbai,Amazon,PhD,10+ years,2740324,Yes,Yes,Full-time,"Python, Data Analysis, JavaScript, AWS",2025-02-23,2025-03-07,4,UI/UX Designer role at Amazon requiring skills in Python and more.,3.7,40,0
JOB20251846,Machine Learning Engineer,Manufacturing,Remote,Wipro,Diploma,3-5 years,1083588,Yes,Yes,Contract,"Java, Data Analysis, SQL, JavaScript, React",2025-04-11,2025-04-22,2,Machine Learning Engineer role at Wipro requiring skills in Java and more.,4.8,31,0
JOB20251847,Cybersecurity Analyst,Manufacturing,Mumbai,Flipkart,PhD,6-10 years,1906503,Yes,Yes,Full-time,"Machine Learning, Node.js",2025-04-16,2025-05-16,1,Cybersecurity Analyst role at Flipkart requiring skills in Machine Learning and more.,3.9,14,0
JOB20251848,Product Manager,Retail,Ahmedabad,Capgemini,Master's,1-2 years,531083,Yes,No,Internship,"Data Analysis, SQL, Python, JavaScript, Java",2025-04-05,2025-04-18,3,Product Manager role at Capgemini requiring skills in Data Analysis and more.,4.5,28,24661
JOB20251849,Frontend Developer,Media,Noida,Capgemini,Bachelor's,Fresher,502848,Yes,No,Full-time,"React, Python, Data Analysis, Java",2025-04-14,2025-04-26,2,Frontend Developer role at Capgemini requiring skills in React and more.,4.4,60,0
JOB20251850,UI/UX Designer,Telecom,Bangalore,Accenture,Bachelor's,6-10 years,1487399,Yes,Yes,Internship,"Node.js, Python, Java, React",2025-03-11,2025-04-05,1,UI/UX Designer role at Accenture requiring skills in Node.js and more.,3.1,58,23081
JOB20251851,UI/UX Designer,Education,Remote,Capgemini,PhD,3-5 years,947057,Yes,No,Full-time,"Python, React, Data Analysis, JavaScript, Java",2025-03-06,2025-03-30,3,UI/UX Designer role at Capgemini requiring skills in Python and more.,3.4,34,0
JOB20251852,Cybersecurity Analyst,Media,Hyderabad,Capgemini,High School,3-5 years,1099629,Yes,No,Internship,"Data Analysis, Django, Java",2025-03-31,2025-04-14,5,Cybersecurity Analyst role at Capgemini requiring skills in Data Analysis and more.,4.1,25,16766
JOB20251853,Business Analyst,Logistics,Remote,Wipro,PhD,1-2 years,779788,Yes,No,Contract,"Node.js, Java, React, Machine Learning, Python",2025-04-13,2025-05-05,3,Business Analyst role at Wipro requiring skills in Node.js and more.,3.7,40,0
JOB20251854,Frontend Developer,Finance,Gurgaon,Google,Diploma,10+ years,2671442,Yes,Yes,Contract,"Data Analysis, AWS, Node.js",2025-04-14,2025-04-27,4,Frontend Developer role at Google requiring skills in Data Analysis and more.,3.5,56,0
JOB20251855,Machine Learning Engineer,Telecom,Remote,Infosys,Master's,3-5 years,1112876,Yes,Yes,Internship,"Machine Learning, Node.js, AWS, React, Python",2025-04-12,2025-05-04,3,Machine Learning Engineer role at Infosys requiring skills in Machine Learning and more.,3.4,60,21306
JOB20251856,Business Analyst,Education,Bangalore,Wipro,Bachelor's,3-5 years,1060697,Yes,Yes,Full-time,"React, SQL, Django",2025-04-08,2025-04-24,3,Business Analyst role at Wipro requiring skills in React and more.,2.9,59,0
JOB20251857,Frontend Developer,Technology,Bangalore,Accenture,PhD,10+ years,3298768,No,No,Full-time,"SQL, Java, React, Node.js, Python",2025-03-29,2025-04-12,1,Frontend Developer role at Accenture requiring skills in SQL and more.,4.1,53,0
JOB20251858,UI/UX Designer,Manufacturing,Hyderabad,TCS,Master's,Fresher,570026,No,No,Contract,"React, JavaScript",2025-04-01,2025-04-15,2,UI/UX Designer role at TCS requiring skills in React and more.,2.9,53,0
JOB20251859,Data Scientist,Technology,Ahmedabad,TCS,Master's,10+ years,2568050,No,Yes,Full-time,"Java, Django, Python, Node.js",2025-02-21,2025-03-20,4,Data Scientist role at TCS requiring skills in Java and more.,3.8,23,0
JOB20251860,UI/UX Designer,Logistics,Gurgaon,Capgemini,High School,1-2 years,659245,Yes,Yes,Full-time,"Node.js, Machine Learning",2025-04-10,2025-04-27,1,UI/UX Designer role at Capgemini requiring skills in Node.js and more.,3.0,46,0
JOB20251861,Cybersecurity Analyst,Media,Mumbai,Accenture,Bachelor's,Fresher,322352,No,Yes,Internship,"Node.js, React, AWS",2025-03-17,2025-04-15,4,Cybersecurity Analyst role at Accenture requiring skills in Node.js and more.,4.5,50,15895
JOB20251862,Backend Developer,Media,Gurgaon,Paytm,PhD,3-5 years,866844,No,Yes,Internship,"JavaScript, AWS, SQL",2025-03-30,2025-04-18,3,Backend Developer role at Paytm requiring skills in JavaScript and more.,4.4,15,15548
JOB20251863,UI/UX Designer,Manufacturing,Mumbai,TCS,Diploma,10+ years,3425147,Yes,Yes,Internship,"JavaScript, Django",2025-03-29,2025-04-19,2,UI/UX Designer role at TCS requiring skills in JavaScript and more.,3.9,40,11117
JOB20251864,Machine Learning Engineer,Logistics,Delhi,Infosys,PhD,6-10 years,1615980,No,No,Contract,"Python, Machine Learning, SQL, Django, Node.js",2025-03-19,2025-04-07,3,Machine Learning Engineer role at Infosys requiring skills in Python and more.,4.3,59,0
JOB20251865,Machine Learning Engineer,Logistics,Mumbai,Wipro,Bachelor's,6-10 years,1528629,Yes,Yes,Part-time,"Machine Learning, React, JavaScript, Python, SQL",2025-03-01,2025-03-15,4,Machine Learning Engineer role at Wipro requiring skills in Machine Learning and more.,2.8,49,0
JOB20251866,Software Engineer,Logistics,Chennai,TCS,PhD,3-5 years,915274,Yes,Yes,Full-time,"Java, Django, Machine Learning, SQL, Data Analysis",2025-03-13,2025-04-11,4,Software Engineer role at TCS requiring skills in Java and more.,4.8,29,0
JOB20251867,Business Analyst,Education,Chennai,Amazon,Master's,Fresher,551042,Yes,Yes,Internship,"JavaScript, Data Analysis, Django",2025-02-28,2025-03-28,4,Business Analyst role at Amazon requiring skills in JavaScript and more.,2.9,34,20315
JOB20251868,Software Engineer,Finance,Bangalore,Infosys,Master's,3-5 years,918639,No,No,Contract,"Machine Learning, React, Node.js, Data Analysis",2025-04-15,2025-05-11,5,Software Engineer role at Infosys requiring skills in Machine Learning and more.,3.8,60,0
JOB20251869,Business Analyst,Media,Remote,Infosys,Master's,Fresher,492076,Yes,Yes,Contract,"JavaScript, AWS, Node.js, Java",2025-03-18,2025-04-01,4,Business Analyst role at Infosys requiring skills in JavaScript and more.,4.8,44,0
JOB20251870,Software Engineer,Retail,Hyderabad,TCS,Master's,1-2 years,597631,Yes,No,Internship,"AWS, Python",2025-04-01,2025-04-25,2,Software Engineer role at TCS requiring skills in AWS and more.,4.2,26,22215
JOB20251871,UI/UX Designer,Telecom,Noida,Paytm,PhD,6-10 years,1694507,No,No,Full-time,"Python, JavaScript, Node.js, Machine Learning, AWS",2025-02-23,2025-03-16,4,UI/UX Designer role at Paytm requiring skills in Python and more.,2.5,50,0
JOB20251872,Business Analyst,Telecom,Delhi,Wipro,High School,1-2 years,562991,Yes,Yes,Full-time,"Machine Learning, Node.js, SQL",2025-03-20,2025-04-16,3,Business Analyst role at Wipro requiring skills in Machine Learning and more.,4.4,15,0
JOB20251873,Frontend Developer,Education,Hyderabad,Capgemini,Master's,1-2 years,505816,No,No,Contract,"Python, Node.js, Machine Learning",2025-03-08,2025-03-30,1,Frontend Developer role at Capgemini requiring skills in Python and more.,4.7,41,0
JOB20251874,Backend Developer,Retail,Mumbai,Wipro,Master's,3-5 years,1142586,No,Yes,Internship,"Data Analysis, Machine Learning, Java, Python",2025-03-17,2025-04-05,4,Backend Developer role at Wipro requiring skills in Data Analysis and more.,3.4,16,13565
JOB20251875,Product Manager,Finance,Bangalore,Flipkart,Master's,6-10 years,1784403,Yes,No,Full-time,"Machine Learning, JavaScript, Node.js, SQL",2025-03-10,2025-04-05,1,Product Manager role at Flipkart requiring skills in Machine Learning and more.,2.7,33,0
JOB20251876,Backend Developer,Energy,Pune,Microsoft,High School,3-5 years,1100268,No,Yes,Full-time,"AWS, JavaScript, Java",2025-04-06,2025-04-29,2,Backend Developer role at Microsoft requiring skills in AWS and more.,4.8,32,0
JOB20251877,Backend Developer,Energy,Gurgaon,Wipro,Diploma,6-10 years,1683620,No,No,Contract,"React, JavaScript, Data Analysis, Node.js, Django",2025-03-23,2025-04-04,2,Backend Developer role at Wipro requiring skills in React and more.,4.6,26,0
JOB20251878,Data Scientist,Logistics,Chennai,Capgemini,Bachelor's,10+ years,2725711,Yes,Yes,Internship,"Node.js, AWS, SQL",2025-04-07,2025-04-23,5,Data Scientist role at Capgemini requiring skills in Node.js and more.,4.0,50,21056
JOB20251879,Frontend Developer,Finance,Pune,Infosys,Bachelor's,Fresher,339319,Yes,Yes,Full-time,"Django, Machine Learning, Python, SQL",2025-04-01,2025-04-16,2,Frontend Developer role at Infosys requiring skills in Django and more.,3.5,23,0
JOB20251880,Business Analyst,Energy,Delhi,TCS,PhD,10+ years,3266069,Yes,Yes,Full-time,"Java, Node.js, Django, Machine Learning, JavaScript",2025-03-05,2025-04-03,1,Business Analyst role at TCS requiring skills in Java and more.,3.3,47,0
JOB20251881,Cybersecurity Analyst,Energy,Mumbai,Microsoft,Diploma,1-2 years,778038,Yes,No,Contract,"AWS, JavaScript, Node.js, Machine Learning, Java",2025-04-17,2025-05-15,4,Cybersecurity Analyst role at Microsoft requiring skills in AWS and more.,2.8,58,0
JOB20251882,Product Manager,Retail,Gurgaon,Wipro,Diploma,3-5 years,917294,Yes,Yes,Internship,"Data Analysis, AWS, SQL, Machine Learning, Node.js",2025-03-11,2025-04-05,1,Product Manager role at Wipro requiring skills in Data Analysis and more.,4.2,55,16928
JOB20251883,Backend Developer,Logistics,Ahmedabad,Amazon,Master's,6-10 years,1689585,Yes,Yes,Full-time,"Django, Java, AWS, React",2025-03-19,2025-04-04,2,Backend Developer role at Amazon requiring skills in Django and more.,4.3,33,0
